Nom_exploitant;Raison_sociale;Description_infraction;Adresse_lieu_infraction;Type_etablissement;Information_etablissement;Date_infraction;Date_jugement;Date_publication;Amende;SOC_CD_LOI;SOC_NOM_LOI;SOC_CD_REGL;SOC_NOM_REGL;SOC_CD_ARTCL_INFRC;SOC_NOM_ARTCL_INFRC;SOC_CD_POURS;SOC_DESC_POURS;SOC_CD_REGRP_TYP_ENTT;SOC_DESC_REGRP_TYP_ENTT;
9397-6967 QUEBEC INC.;BUFFET CHINOIS MANDARIN;LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.;2101 AVENUE DOLLARD 46 MONTREAL, (QC) H8N1S2;RESTAURANT;;2024-02-26 00:00;2024-12-18 00:00;2024-12-18 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1               ;TEMPERATURE DE CONSERVATION;3;VILLE DE MONTREAL;21;RESTAURATION;
9489-8848 QUEBEC INC.;UGO PIZZERIA;LE PRODUIT PERISSABLE VENDU CHAUD OU SERVI CHAUD AU CONSOMMATEUR DOIT ETRE GARDE A UNE TEMPERATURE INTERNE D'AU MOINS 60C JUSQU'A SA LIVRAISON.;1 WESTMOUNT SQUARE WESTMOUNT, (QC) H3Z2P9;RESTAURANT;;2024-03-19 00:00;2024-11-29 00:00;2024-11-29 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1               ;TEMPERATURE DE CONSERVATION;3;VILLE DE MONTREAL;21;RESTAURATION;
9479-4849 QUEBEC INC.;MARCHE SELECT-CHOIX;IL EST INTERDIT DANS UN ETABLISSEMENT DE DISTRIBUER SUR PLACE, POUR EMPORTER OU PAR LIVRAISON, LES ARTICLES A USAGE UNIQUE SUIVANTS: BARQUETTE #6, ASSIETTE #6, CONTENANT ET COUVERCLE #6, COUVERCLE DE TASSE OU VERRE #6, TASSE OU VERRE, BATONNET, PAILLE, USTENSILE #1, #2, ,3, #4, #5, #6.;3275 RUE MASSON MONTREAL, (QC) H1X1R3;EPICERIE/BOUCHERIE;;2024-01-26 00:00;2024-12-18 00:00;2024-12-18 00:00;400 $ ;C-19;;r.1            ;;3;;3;VILLE DE MONTREAL;20;DÉTAIL;
MAGASIN LAGORIA VIAU INC.;INTERMARCHE LAGORIA VIAU;IL EST INTERDIT DANS UN ETABLISSEMENT DE DISTRIBUER SUR PLACE, POUR EMPORTER OU PAR LIVRAISON, LES ARTICLES A USAGE UNIQUE SUIVANTS: BARQUETTE #6, ASSIETTE #6, CONTENANT ET COUVERCLE #6, COUVERCLE DE TASSE OU VERRE #6, TASSE OU VERRE, BATONNET, PAILLE, USTENSILE #1, #2, ,3, #4, #5, #6.;8530 BOULEVARD VIAU MONTREAL, (QC) H1R2T7;HYPERMARCHE;;2024-02-19 00:00;2024-03-19 00:00;2024-03-19 00:00;400 $ ;C-19;;r.1            ;;3;;3;VILLE DE MONTREAL;20;DÉTAIL;
9391-8761 QUEBEC INC.;BUFFET CHINOIS MANDARIN;DANS UN LOCAL OU VEHICULE UTILISE POUR LA PREPARATION DE PRODUITS: LES PORTES, MURS ET PLAFONDS DOIVENT ETRE LAVABLES, LISSES, NON EN ETAT OU EN VOIE DE PUTREFACTION ET EXEMPTS D'ASPERITES OU D'ECAILLES.;7373 BOULEVARD LANGELIER C-8 MONTREAL, (QC) H1S1V7;RESTAURANT;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2024-03-05 00:00;2024-12-18 00:00;2024-12-18 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.5               ;NORMES LOCAL OU VEHICULE POUR PREPARATION;3;VILLE DE MONTREAL;21;RESTAURATION;
9455-3617 QUEBEC INC.;OMEGA PIZZA JARRY;LE LIEU OU LE VEHICULE DOIT ETRE AERE, VENTILE ET DISPOSER: D'EAU POTABLE COURANTE CHAUDE ET FROIDE:  D'UN APPAREIL DISTRIBUTEUR DE SAVON LIQUIDE OU EN POUDRE. LA TEMPERATURE DE L'EAU CHAUDE DOIT ETRE D'AU MOINS 60?C. LE LOCAL, L'AIRE OU LE VEHICULE UTILISE POUR LA PREPARATION DES PRODUITS DOIT, EN PLUS, DISPOSER D'UN EVIER, DE SERVIETTES INDIVIDUELLES JETABLES ET ETRE MUNI D'UN SYSTEME DE RECUPERATION OU D'EVACUATION DES EAUX USEES.;1534 RUE JARRY EST MONTREAL, (QC) H2E1A9;RESTAURANT;;2024-03-06 00:00;2024-12-18 00:00;2024-12-18 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.3               ;EXIGENCES LIEU OU VEHICULES;3;VILLE DE MONTREAL;21;RESTAURATION;
9370-5853 QUEBEC INC.;RESTAURANT MAISON FOO LAM;LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.;9394 BOULEVARD DE L' ACADIE 201 MONTREAL, (QC) H4N3H1;RESTAURANT;;2024-07-11 00:00;2024-08-02 00:00;2024-08-02 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1               ;TEMPERATURE DE CONSERVATION;3;VILLE DE MONTREAL;21;RESTAURATION;
9440-4316 QUEBEC INC.;TIM HORTONS;LES PERSONNES AFFECTEES A LA PREPARATION DES PRODUITS, AU LAVAGE OU AU NETTOYAGE DU MATERIEL ET DE L'EQUIPEMENT DOIVENT: PORTER UN BONNET OU UNE RESILLE PROPRE QUI RECOUVRE ENTIEREMENT LES CHEVEUX: PORTER UN COUVRE-BARBE PROPRE QUI RECOUVRE ENTIEREMENT LA BARBE.;5005 RUE JEAN-TALON EST MONTREAL, (QC) H1S1K5;RESTAURANT SERVICE RAPIDE;;2024-08-16 00:00;2024-09-30 00:00;2024-09-30 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.3               ;PERSONNEL;3;VILLE DE MONTREAL;21;RESTAURATION;
9509-7986 QUEBEC INC.;PIZZA POULET NEW YORK;LE PRODUIT PERISSABLE VENDU CHAUD OU SERVI CHAUD AU CONSOMMATEUR DOIT ETRE GARDE A UNE TEMPERATURE INTERNE D'AU MOINS 60C JUSQU'A SA LIVRAISON.;6352 RUE PASCAL MONTREAL, (QC) H1G1T6;RESTAURANT;;2024-09-10 00:00;2025-01-16 00:00;2025-01-16 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1               ;TEMPERATURE DE CONSERVATION;3;VILLE DE MONTREAL;21;RESTAURATION;
9348-4285 QUEBEC INC.;ZOE DESSERT ET THE;IL EST INTERDIT DANS UN ETABLISSEMENT DE DISTRIBUER SUR PLACE, POUR EMPORTER OU PAR LIVRAISON, LES ARTICLES A USAGE UNIQUE SUIVANTS: BARQUETTE #6, ASSIETTE #6, CONTENANT ET COUVERCLE #6, COUVERCLE DE TASSE OU VERRE #6, TASSE OU VERRE, BATONNET, PAILLE, USTENSILE #1, #2, ,3, #4, #5, #6.;2160 RUE SAINT-MATHIEU MONTREAL, (QC) H3H2J4;RESTAURANT SERVICE RAPIDE;;2024-09-04 00:00;2024-09-05 00:00;2024-09-05 00:00;400 $ ;C-19;;r.1            ;;3;;3;VILLE DE MONTREAL;21;RESTAURATION;
9451-8248 QUEBEC INC.;NOUS SOMMES CAFE X VOTTA;IL EST INTERDIT DANS UN ETABLISSEMENT DE DISTRIBUER SUR PLACE, POUR EMPORTER OU PAR LIVRAISON, LES ARTICLES A USAGE UNIQUE SUIVANTS: BARQUETTE #6, ASSIETTE #6, CONTENANT ET COUVERCLE #6, COUVERCLE DE TASSE OU VERRE #6, TASSE OU VERRE, BATONNET, PAILLE, USTENSILE #1, #2, ,3, #4, #5, #6.;333 RUE DE LA GAUCHETIERE OUEST MONTREAL, (QC) H2Z0A2;RESTAURANT SERVICE RAPIDE;;2024-09-30 00:00;2024-12-20 00:00;2024-12-20 00:00;400 $ ;C-19;;r.1            ;;3;;3;VILLE DE MONTREAL;21;RESTAURATION;
9503-4617 QUEBEC INC.;POKE OCEAN;LE LIEU OU LE VEHICULE DOIT ETRE AERE, VENTILE ET DISPOSER: D'EAU POTABLE COURANTE CHAUDE ET FROIDE:  D'UN APPAREIL DISTRIBUTEUR DE SAVON LIQUIDE OU EN POUDRE. LA TEMPERATURE DE L'EAU CHAUDE DOIT ETRE D'AU MOINS 60?C. LE LOCAL, L'AIRE OU LE VEHICULE UTILISE POUR LA PREPARATION DES PRODUITS DOIT, EN PLUS, DISPOSER D'UN EVIER, DE SERVIETTES INDIVIDUELLES JETABLES ET ETRE MUNI D'UN SYSTEME DE RECUPERATION OU D'EVACUATION DES EAUX USEES.;733 RUE CATHCART MONTREAL, (QC) H3B1M6;RESTAURANT;;2024-10-16 00:00;2024-12-23 00:00;2024-12-23 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.3               ;EXIGENCES LIEU OU VEHICULES;3;VILLE DE MONTREAL;21;RESTAURATION;
BOUCHERIE HONGROISE (1984) INC.;BOUCHERIE HONGROISE (1984);LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.;3843 BOULEVARD SAINT-LAURENT MONTREAL, (QC) H2W1X9;CHARCUTERIE/FROMAGERIE;;2024-10-03 00:00;2024-12-11 00:00;2024-12-11 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1               ;TEMPERATURE DE CONSERVATION;3;VILLE DE MONTREAL;20;DÉTAIL;
9038-7200 QUEBEC INC.;TIM HORTONS;LES PERSONNES AFFECTEES A LA PREPARATION DES PRODUITS, AU LAVAGE OU AU NETTOYAGE DU MATERIEL ET DE L'EQUIPEMENT DOIVENT NE PORTER AUCUN VERNIS A ONGLES, NI MONTRES, BAGUES, BOUCLES D'OREILLES OU AUTRES BIJOUX.;1300 AUTOROUTE TRANSCANADIENNE DORVAL, (QC) H9P1H7;RESTAURANT;;2024-10-16 00:00;2024-11-13 00:00;2024-11-13 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.3               ;PERSONNEL;3;VILLE DE MONTREAL;21;RESTAURATION;
9150-5495 QUEBEC INC.;LA FOIRE DES ANTILLES;LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.;8505 BOULEVARD SAINT-MICHEL MONTREAL, (QC) H1Z3E7;EPICERIE/BOUCHERIE;;2024-04-11 00:00;2024-12-18 00:00;2024-12-18 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1               ;TEMPERATURE DE CONSERVATION;3;VILLE DE MONTREAL;20;DÉTAIL;
9347-5366 QUEBEC INC.;MONTEIRO;LES PERSONNES AFFECTEES A LA PREPARATION DES PRODUITS, AU LAVAGE OU AU NETTOYAGE DU MATERIEL ET DE L'EQUIPEMENT DOIVENT: PORTER UN BONNET OU UNE RESILLE PROPRE QUI RECOUVRE ENTIEREMENT LES CHEVEUX: PORTER UN COUVRE-BARBE PROPRE QUI RECOUVRE ENTIEREMENT LA BARBE.;5327 AVENUE GATINEAU MONTREAL, (QC) H3T1X1;RESTAURANT;;2024-05-29 00:00;2024-07-23 00:00;2024-07-23 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.3               ;PERSONNEL;3;VILLE DE MONTREAL;21;RESTAURATION;
9393-4958 QUEBEC INC.;RESTAURANT CHINOIS GRILLADES DADAO;IL EST INTERDIT DANS UN ETABLISSEMENT DE DISTRIBUER SUR PLACE, POUR EMPORTER OU PAR LIVRAISON, LES ARTICLES A USAGE UNIQUE SUIVANTS: BARQUETTE #6, ASSIETTE #6, CONTENANT ET COUVERCLE #6, COUVERCLE DE TASSE OU VERRE #6, TASSE OU VERRE, BATONNET, PAILLE, USTENSILE #1, #2, ,3, #4, #5, #6.;721 RUE DE L' EGLISE MONTREAL, (QC) H4G2N1;RESTAURANT;;2024-09-03 00:00;2024-09-30 00:00;2024-09-30 00:00;400 $ ;C-19;;r.1            ;;3;;3;VILLE DE MONTREAL;21;RESTAURATION;
LE PHI HUNG;SUSHI BAE;LE PRODUIT PERISSABLE VENDU CHAUD OU SERVI CHAUD AU CONSOMMATEUR DOIT ETRE GARDE A UNE TEMPERATURE INTERNE D'AU MOINS 60C JUSQU'A SA LIVRAISON.;4910A RUE WELLINGTON MONTREAL, (QC) H4G1X6;RESTAURANT;;2024-09-17 00:00;2024-11-11 00:00;2024-11-11 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1               ;TEMPERATURE DE CONSERVATION;3;VILLE DE MONTREAL;21;RESTAURATION;
VENESSA AHMED;HO HE;LE PROPRIETAIRE OU L'EXPLOITANT D'UN RESTAURANT OU D'UNE ENTREPRISE EFFECTUANT LA PREPARATION D'ALIMENTS DOIT S'ASSURER QUE TOUTES LES EAUX PROVENANT DU RESTAURANT OU DE L'ENTREPRISE SUSCEPTIBLES D'ENTRER EN CONTACT AVEC DES MATIERES GRASSES SONT, AVANT D'ETRE DEVERSEES DANS UN OUVRAGE D'ASSAINISSEMENT, TRAITEES PAR UN PIEGE A MATIERES GRASSES BIEN ENTRETENU, INSTALLE ET UTILISE.;5204 CHEMIN QUEEN-MARY MONTREAL, (QC) H3W1X5;RESTAURANT;;2024-05-10 00:00;2024-05-15 00:00;2024-05-15 00:00;1 000 $ ;C-37.0;;r.1            ;;4;;3;VILLE DE MONTREAL;21;RESTAURATION;
FROMAGERIE LA CAMPAGNOLA INC.;FROMAGERIE LA CAMPAGNOLA (CAMP'S);LE PRODUIT ALTERABLE A LA CHALEUR A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS ENTIERS DOIT ETRE REFROIDI SANS RETARD ET MAINTENU CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4C JUSQU'A SA LIVRAISON AU CONSOMMATEUR, SAUF PENDANT LE TEMPS REQUIS POUR L'APPLICATION D'UN PROCEDE DE FABRICATION OU D'UN TRAITEMENT RECONNU EN INDUSTRIE ALIMENTAIRE ET QUI EXIGE UNE PLUS HAUTE TEMPERATURE.;1708 AVENUE DOLLARD MONTREAL, (QC) H8N1T8;RESTAURANT;;2024-08-29 00:00;2024-09-27 00:00;2024-09-27 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1               ;TEMPERATURE DE CONSERVATION;3;VILLE DE MONTREAL;21;RESTAURATION;
9378-2068 QUEBEC INC.;RAM SWEET SHOP;IL EST INTERDIT DANS UN ETABLISSEMENT DE DISTRIBUER SUR PLACE, POUR EMPORTER OU PAR LIVRAISON, LES ARTICLES A USAGE UNIQUE SUIVANTS: BARQUETTE #6, ASSIETTE #6, CONTENANT ET COUVERCLE #6, COUVERCLE DE TASSE OU VERRE #6, TASSE OU VERRE, BATONNET, PAILLE, USTENSILE #1, #2, ,3, #4, #5, #6.;1016 RUE JEAN-TALON OUEST MONTREAL, (QC) H3N1T1;EPICERIE/BOUCHERIE;;2024-03-21 00:00;2024-12-18 00:00;2024-12-18 00:00;400 $ ;C-19;;r.1            ;;3;;3;VILLE DE MONTREAL;20;DÉTAIL;
LA PAAN VILLA INC.;LA PAAN VILLA;IL EST INTERDIT DANS UN ETABLISSEMENT DE DISTRIBUER SUR PLACE, POUR EMPORTER OU PAR LIVRAISON, LES ARTICLES A USAGE UNIQUE SUIVANTS: BARQUETTE #6, ASSIETTE #6, CONTENANT ET COUVERCLE #6, COUVERCLE DE TASSE OU VERRE #6, TASSE OU VERRE, BATONNET, PAILLE, USTENSILE #1, #2, ,3, #4, #5, #6.;717 RUE JEAN-TALON OUEST MONTREAL, (QC) H3N1S1;RESTAURANT;;2024-05-02 00:00;2024-12-18 00:00;2024-12-18 00:00;400 $ ;C-19;;r.1            ;;3;;3;VILLE DE MONTREAL;21;RESTAURATION;
MARCHE YASMINE ET FRERES INC.;MARCHE YASMINE ET FRERES INC.;IL EST INTERDIT DANS UN ETABLISSEMENT DE DISTRIBUER SUR PLACE, POUR EMPORTER OU PAR LIVRAISON, LES ARTICLES A USAGE UNIQUE SUIVANTS: BARQUETTE #6, ASSIETTE #6, CONTENANT ET COUVERCLE #6, COUVERCLE DE TASSE OU VERRE #6, TASSE OU VERRE, BATONNET, PAILLE, USTENSILE #1, #2, ,3, #4, #5, #6.;1015 RUE DECARIE MONTREAL, (QC) H4L3M8;EPICERIE/BOUCHERIE;;2024-07-17 00:00;2025-01-13 00:00;2025-01-13 00:00;400 $ ;C-19;;r.1            ;;3;;3;VILLE DE MONTREAL;20;DÉTAIL;
GIULIETTA PIZZERIA NAPOLETANA MARCHE CENTRAL INC.;GIULIETTA PIZZERIA;LES PERSONNES AFFECTEES A LA PREPARATION DES PRODUITS, AU LAVAGE OU AU NETTOYAGE DU MATERIEL ET DE L'EQUIPEMENT DOIVENT: PORTER UN BONNET OU UNE RESILLE PROPRE QUI RECOUVRE ENTIEREMENT LES CHEVEUX: PORTER UN COUVRE-BARBE PROPRE QUI RECOUVRE ENTIEREMENT LA BARBE.;951 BOULEVARD CREMAZIE OUEST MONTREAL, (QC) H4N3M5;RESTAURANT;;2024-09-11 00:00;2024-10-02 00:00;2024-10-02 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.3               ;PERSONNEL;3;VILLE DE MONTREAL;21;RESTAURATION;
9419-0626 QUEBEC INC.;RESTAURANT DELI PLUS;DANS UN LIEU OU UN VEHICULE, LES PRODUITS NON EMBALLES DOIVENT ETRE PLACES DANS DES RECIPIENTS OU CONTENANTS A L'EXCEPTION DES FRUITS ET LEGUMES FRAIS LORS DE LEUR RECOLTE. LE LIEU DOIT ETRE MUNI DE SUPPORTS DE RANGEMENT SUR LESQUELS LES RECIPIENTS OU CONTENANTS DE PRODUITS DOIVENT ETRE ENTREPOSES DE FACON A NE PAS ENTRER EN CONTACT AVEC LE PLANCHER. LES SUPPORTS DE RANGEMENT DOIVENT ETRE A UNE HAUTEUR MINIMALE DU PLANCHER DE 10 CM DANS LE CAS DE SUPPORTS FIXES ET DE 8 CM DANS LE CAS DE SUPPORTS AMOVIBLES.;7690 AVENUE PAPINEAU MONTREAL, (QC) H2E2H2;RESTAURANT;;2024-02-19 00:00;2024-03-26 00:00;2024-03-26 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2.1             ;SUPPORTS DE RANGEMENT;3;VILLE DE MONTREAL;21;RESTAURATION;
MARCHE PALUMBO INC.;MARCHE PALUMBO INC.;IL EST INTERDIT DANS UN ETABLISSEMENT DE DISTRIBUER SUR PLACE, POUR EMPORTER OU PAR LIVRAISON, LES ARTICLES A USAGE UNIQUE SUIVANTS: BARQUETTE #6, ASSIETTE #6, CONTENANT ET COUVERCLE #6, COUVERCLE DE TASSE OU VERRE #6, TASSE OU VERRE, BATONNET, PAILLE, USTENSILE #1, #2, ,3, #4, #5, #6.;310 RUE CHABANEL OUEST MONTREAL, (QC) H2N1G5;EPICERIE/BOUCHERIE;;2024-02-27 00:00;2024-03-18 00:00;2024-03-18 00:00;400 $ ;C-19;;r.1            ;;3;;3;VILLE DE MONTREAL;20;DÉTAIL;
STARBUCKS COFFEE CANADA; INC.;STARBUCKS CAFE#23511;IL EST INTERDIT DANS UN ETABLISSEMENT DE DISTRIBUER SUR PLACE, POUR EMPORTER OU PAR LIVRAISON, LES ARTICLES A USAGE UNIQUE SUIVANTS: BARQUETTE #6, ASSIETTE #6, CONTENANT ET COUVERCLE #6, COUVERCLE DE TASSE OU VERRE #6, TASSE OU VERRE, BATONNET, PAILLE, USTENSILE #1, #2, ,3, #4, #5, #6.;180 BOULEVARD CREMAZIE EST MONTREAL, (QC) H2P1E2;RESTAURANT;;2024-03-08 00:00;2024-12-18 00:00;2024-12-18 00:00;400 $ ;C-19;;r.1            ;;3;;3;VILLE DE MONTREAL;21;RESTAURATION
9119-7269 QUEBEC INC.;BOUCHERIE COTTO CRUDO BISTRO;TOUT PRODUIT CONDITIONNE EN VUE DE LA VENTE DOIT PORTER, EN CARACTERES INDELEBILES, TRES LISIBLES ET APPARENTS, SUR LE RECIPIENT, L'EMBALLAGE OU L'ENVELOPPE QUI LE CONTIENT LES INSCRIPTIONS NECESSAIRES POUR REVELER LA NATURE, L'ETAT, LA COMPOSITION, L'UTILISATION, LA QUANTITE EXACTE, L'ORIGINE ET TOUTE PARTICULARITE DU PRODUIT: LES NOM ET ADRESSE DU FABRICANT, PREPARATEUR, CONDITIONNEUR, EMBALLEUR, FOURNISSEUR OU DISTRIBUTEUR: LE LIEU DE FABRICATION, PREPARATION OU CONDITIONNEMENT DU PRODUIT. L'ENUMERATION DES COMPOSANTS DOIT FIGURER PAR ORDRE D'IMPORTANCE DECROISSANT. L'INDICATION DE POIDS DOIT TENIR COMPTE DE LA PERTE QUE PEUT NORMALEMENT SUBIR LE PRODUIT APRES SON CONDITIONNEMENT ET ETRE EXPRIMEE EN POIDS NET.;9297 BOULEVARD SAINT-MICHEL MONTREAL, (QC) H1Z3G7;BOUCHERIE;;2024-04-08 00:00;2024-04-29 00:00;2024-04-29 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;3.3.3               ;INSCRIPTION OBLIGATOIRE;3;VILLE DE MONTREAL;20;DÉTAIL;
LE GRILLADE DE STEEVE INC.;LE GRILLADE DE STEEVE;IL EST INTERDIT DANS UN ETABLISSEMENT DE DISTRIBUER SUR PLACE, POUR EMPORTER OU PAR LIVRAISON, LES ARTICLES A USAGE UNIQUE SUIVANTS: BARQUETTE #6, ASSIETTE #6, CONTENANT ET COUVERCLE #6, COUVERCLE DE TASSE OU VERRE #6, TASSE OU VERRE, BATONNET, PAILLE, USTENSILE #1, #2, ,3, #4, #5, #6.;9032 BOULEVARD SAINT-MICHEL MONTREAL, (QC) H1Z3G4;RESTAURANT;;2024-04-08 00:00;2024-12-18 00:00;2024-12-18 00:00;400 $ ;C-19;;r.1            ;;3;;3;VILLE DE MONTREAL;21;RESTAURATION;
9416-8184 QUEBEC.INC;CAFE VIRGINIA;IL EST INTERDIT DANS UN ETABLISSEMENT DE DISTRIBUER SUR PLACE, POUR EMPORTER OU PAR LIVRAISON, LES ARTICLES A USAGE UNIQUE SUIVANTS: BARQUETTE #6, ASSIETTE #6, CONTENANT ET COUVERCLE #6, COUVERCLE DE TASSE OU VERRE #6, TASSE OU VERRE, BATONNET, PAILLE, USTENSILE #1, #2, ,3, #4, #5, #6.;9006 BOULEVARD SAINT-MICHEL MONTREAL, (QC) H1Z3G4;RESTAURANT;;2024-04-30 00:00;2024-06-17 00:00;2024-06-17 00:00;400 $ ;C-19;;r.1            ;;3;;3;VILLE DE MONTREAL;21;RESTAURATION;
STARBUCKS COFFEE CANADA; INC.;CAFE STARBUCKS COFFEE #4059;IL EST INTERDIT DANS UN ETABLISSEMENT DE DISTRIBUER SUR PLACE, POUR EMPORTER OU PAR LIVRAISON, LES ARTICLES A USAGE UNIQUE SUIVANTS: BARQUETTE #6, ASSIETTE #6, CONTENANT ET COUVERCLE #6, COUVERCLE DE TASSE OU VERRE #6, TASSE OU VERRE, BATONNET, PAILLE, USTENSILE #1, #2, ,3, #4, #5, #6.;1 PLACE VILLE-MARIE 11510 MONTREAL, (QC) H3B3Y1;CASSE-CROUTE;;2024-01-30 00:00;2024-04-09 00:00;2024-04-09 00:00;400 $ ;C-19;;r.1            ;;3;;3;VILLE DE MONTREAL;21;RESTAURATION
9347-6968 QUEBEC INC.;SUSHI SHOP & THAI EXPRESS;LE LIEU OU LE VEHICULE DOIT ETRE EXEMPT DE CONTAMINANTS, DE POLLUANTS, DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES INSECTES ET LES RONGEURS OU DE LEURS EXCREMENTS.;3550 AVENUE DU PARC MONTREAL, (QC) H2X2H7;RESTAURANT;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2024-02-15 00:00;2024-12-18 00:00;2024-12-18 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2               ;;3;VILLE DE MONTREAL;21;RESTAURATION;
